id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
604914,UKR-2025-1-14117-6468,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-26,The Ukrainian Armed Forces lost approximately 1,460 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-26,"The Ukrainian Armed Forces lost approximately 1,460 servicemen in the Northern Military District zone in one day.",Russian MoD,2,Novoyakovlivka village,"near the settlements of Lukyanivske, Odarovka, and Novoyakovlivka in the Zaporizhzhia region",Zaporizhzhya oblast,Zaporizhzhia raion,47.622737,35.509766,POINT (35.509766 47.622737),198432,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,0,2,0,0,2,2,2,365,369
604915,UKR-2025-1-14117-6469,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-26,The Ukrainian Armed Forces lost approximately 1,460 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-26,"The Ukrainian Armed Forces lost approximately 1,460 servicemen in the Northern Military District zone in one day.",Russian MoD,4,Kherson oblast,near Nikolske and Ivanivka in the Kherson region,Kherson oblast,,46.6406,32.61589,POINT (32.61589 46.6406),196986,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,0,2,0,0,2,2,2,365,369
604917,UKR-2025-1-14117-6470,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-26,The Ukrainian Armed Forces lost over 210 soldiers in the Krasnoarmeysk direction in one day.""",ITAR-TASS,2025-11-26,The Ukrainian Armed Forces lost over 210 soldiers in the Krasnoarmeysk direction in one day.,Russian MoD,3,Pokrovsk raion,Red Army sector,Donetsk oblast,Pokrovsk raion,48.221848,37.198509,POINT (37.198509 48.221848),199155,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,0,2,0,0,2,2,2,365,369
605174,UKR-2025-1-14117-6563,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,2,"""Ukrinform,2025-11-25,Massive Russian attack on Kyiv: houses are burning, one person is dead and injured"";""Ukrinform,2025-11-25,A man's body was pulled from under the rubble: the death toll in Kyiv has risen to seven, 20 injured""",Ukrinform;Ukrinform,2025-11-25;2025-11-25,"Massive Russian attack on Kyiv: houses are burning, one person is dead and injured;A man's body was pulled from under the rubble: the death toll in Kyiv has risen to seven, 20 injured","Ukraine (State Emergency Service; city's mayor, Vitali Klitschko)",1,Kyiv city,Kyiv,Kyiv Special Republican city,,50.45,30.52333,POINT (30.52333 50.45),202022,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,0,0,7,0,7,7,7,365,369
607176,UKR-2025-1-14117-7275,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Russo-Ukrainian Warspotting,2025-12-16,25 November 2025""",Russo-Ukrainian Warspotting,2025-12-16,25 November 2025,Russo-Ukrainian Warspotting,1,Pokrovsk town,Pokrovsk,Donetsk oblast,Pokrovsk raion,48.279112,37.177579,POINT (37.177579 48.279112),199155,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,5,0,0,0,5,10,1,365,369
607177,UKR-2025-1-14117-7276,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Russo-Ukrainian Warspotting,2025-12-16,25 November 2025""",Russo-Ukrainian Warspotting,2025-12-16,25 November 2025,Russo-Ukrainian Warspotting,3,Kherson raion,Kherson raion,Kherson oblast,Kherson raion,46.63737,32.6151,POINT (32.6151 46.63737),196986,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,1,0,0,0,1,1,1,365,369
607178,UKR-2025-1-14117-7277,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Russo-Ukrainian Warspotting,2025-12-16,25 November 2025""",Russo-Ukrainian Warspotting,2025-12-16,25 November 2025,Russo-Ukrainian Warspotting,4,Donetsk oblast,Donetsk oblast,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,1,0,0,0,1,1,1,365,369
605007,UKR-2025-1-14117-6514,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-25,Russians attacked Ukraine with 22 missiles and more than 460 drones - Zelensky""",Ukrinform,2025-11-25,Russians attacked Ukraine with 22 missiles and more than 460 drones - Zelensky,Ukraine (President Volodymyr Zelenskyy),1,Kyiv city,Kyiv,Kyiv Special Republican city,,50.45,30.52333,POINT (30.52333 50.45),202022,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,0,0,6,0,6,6,6,365,369
605008,UKR-2025-1-14117-6515,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-25,In the Pokrovsk direction, Ukrainian fighters stormed an enemy dugout and rescued a comrade from captivity.""",Ukrinform,2025-11-25,"In the Pokrovsk direction, Ukrainian fighters stormed an enemy dugout and rescued a comrade from captivity.",Ukraine (regiment's press service),2,Pokrovsk town,Pokrovsky direction,Donetsk oblast,Pokrovsk raion,48.279112,37.177579,POINT (37.177579 48.279112),199155,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,2,0,0,0,2,2,2,365,369
605009,UKR-2025-1-14117-6516,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-25,There were 147 clashes on the front, and in the Pokrovsky direction the enemy carried out almost 50 attacks on the positions of the Defense Forces.""",Ukrinform,2025-11-25,"There were 147 clashes on the front, and in the Pokrovsky direction the enemy carried out almost 50 attacks on the positions of the Defense Forces.",Ukraine (General Staff of the Armed Forces),5,Pokrovsk direction,"Pokrovsky direction: areas of the settlements of Shakhove, Zatyshok, Novye Shakhove, Dorozhne, Vilne, Chervonyi Lyman, Rodynske, Myrnograd, Zvirove, Udachne, Hryshyne, Molodetske, Muravka, Filiya",,,48.238428,37.043469,POINT (37.043469 48.238428),199155,Ukraine,369,Europe,1,1,2025-11-25,2025-11-25,2,0,0,0,2,40,2,365,369
605010,UKR-2025-1-14117-6517,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-26,Special operations forces destroyed Russian DRG in Pokrovsk""",Ukrinform,2025-11-26,Special operations forces destroyed Russian DRG in Pokrovsk,Ukraine (Special Operations Forces),1,Pokrovsk town,in Pokrovsk,Donetsk oblast,Pokrovsk raion,48.279112,37.177579,POINT (37.177579 48.279112),199155,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,2,0,0,0,2,4,2,365,369
605011,UKR-2025-1-14117-6518,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-26,SSR drones struck Russian troops preparing to advance in Pokrovsk""",Ukrinform,2025-11-26,SSR drones struck Russian troops preparing to advance in Pokrovsk,Ukraine (Special Operations Forces),1,Pokrovsk town,in Pokrovsk,Donetsk oblast,Pokrovsk raion,48.279112,37.177579,POINT (37.177579 48.279112),199155,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,2,0,0,0,2,2,2,365,369
605012,UKR-2025-1-14117-6519,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-26,On the front of 216 clashes, the enemy concentrated its efforts on the Pokrovsky and Lymansky directions""",Ukrinform,2025-11-26,"On the front of 216 clashes, the enemy concentrated its efforts on the Pokrovsky and Lymansky directions",Ukraine (General Staff of the Armed Forces),5,Pokrovsk direction,"Pokrovsky direction: areas of the settlements of Volodymyrivka, Fedorivka, Nykanorivka, Chervonyi Lyman, Rodynske, Novoekonomichne, Pokrovsk, Kotlyne, Udachne, Molodetske, Yalta, and Dachne",,,48.238428,37.043469,POINT (37.043469 48.238428),199155,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,2,0,0,0,2,85,2,365,369
607179,UKR-2025-1-14117-7279,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Russo-Ukrainian Warspotting,2025-12-16,26 November 2025""",Russo-Ukrainian Warspotting,2025-12-16,26 November 2025,Russo-Ukrainian Warspotting,2,Malynivka village,"Malynivka, Pokrovsk raion",Donetsk oblast,Pokrovsk raion,48.33671,37.42921,POINT (37.42921 48.33671),199155,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,3,0,0,0,3,3,1,365,369
607180,UKR-2025-1-14117-7280,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Russo-Ukrainian Warspotting,2025-12-16,26 November 2025""",Russo-Ukrainian Warspotting,2025-12-16,26 November 2025,Russo-Ukrainian Warspotting,4,Donetsk oblast,Donetsk oblast,Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,3,0,0,0,3,6,1,365,369
607181,UKR-2025-1-14117-7281,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Russo-Ukrainian Warspotting,2025-12-16,26 November 2025""",Russo-Ukrainian Warspotting,2025-12-16,26 November 2025,Russo-Ukrainian Warspotting,2,Rusyn Yar village,"Rusyn Yar, Kramatorsk raion",Donetsk oblast,Kramatorsk raion,48.45089,37.50232,POINT (37.50232 48.45089),199156,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,5,0,0,0,5,10,1,365,369
605179,UKR-2025-1-14117-6566,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-26,In Kherson, Russians dropped explosives from a drone, killing a woman and a child""",Ukrinform,2025-11-26,"In Kherson, Russians dropped explosives from a drone, killing a woman and a child","Ukraine (head of the Kherson Regional Military Administration, Oleksandr Prokudin)",1,Kherson town,Korabelny district of Kherson,Kherson oblast,Kherson raion,46.63695,32.61458,POINT (32.61458 46.63695),196986,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,0,2,0,2,2,2,365,369
605180,UKR-2025-1-14117-6567,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-27,Russians killed one resident of Donetsk region last day""",Ukrinform,2025-11-27,Russians killed one resident of Donetsk region last day,"Ukraine (head of the Donetsk Regional State Administration, Vadym Filashkin)",1,Druzhkivka town,"in Druzhkivka, Donetsk region",Donetsk oblast,Kramatorsk raion,48.621389,37.527778,POINT (37.527778 48.621389),199876,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,0,1,0,1,1,1,365,369
605182,UKR-2025-1-14117-6568,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-27,Russians launched almost 40 strikes on Sumy region during the day, one person was killed and one was wounded""",Ukrinform,2025-11-27,"Russians launched almost 40 strikes on Sumy region during the day, one person was killed and one was wounded",Ukraine (Sumy OVA),2,Krolevets town,"Krolevets community, Sumy region",Sumy oblast,Konotop raion,51.54775,33.38475,POINT (33.38475 51.54775),204187,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,0,1,0,1,1,1,365,369
604919,UKR-2025-1-14117-6472,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The ""Solntsepyok"" battalion burned down Ukrainian Armed Forces strongholds near the city of Hulyaipole.""",ITAR-TASS,2025-11-27,"The ""Solntsepyok"" battalion burned down Ukrainian Armed Forces strongholds near the city of Hulyaipole.",Russian MoD,2,Hulyaipole town,near the village of Hulyaipole in the Zaporizhzhia region,Zaporizhzhya oblast,Polohy raion,47.658519,36.27225,POINT (36.27225 47.658519),198433,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604920,UKR-2025-1-14117-6473,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,""Pion"" destroyed Ukrainian soldiers surrounded on the left bank of the Oskol River.""",ITAR-TASS,2025-11-27,"""Pion"" destroyed Ukrainian soldiers surrounded on the left bank of the Oskol River.",Russian MoD,2,Kupyansk town,on the left bank of the Oskol River near Kupyansk in the Kharkiv region,Kharkiv oblast,Kupiansk raion,49.706668,37.610816,POINT (37.610816 49.706668),201316,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604924,UKR-2025-1-14117-6475,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,2,Sadky village,"near the settlements of Sadky, Mohrytsia, Myropillia, Oleksiivka, and Andriivka in Sumy Oblast",Sumy oblast,Sumy raion,51.09556,35.0925,POINT (35.0925 51.09556),203471,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604926,UKR-2025-1-14117-6476,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,4,Kharkiv oblast,"near the settlements of Vovchansk, Vilcha, Starytsia, and Udy in Kharkiv Oblast",Kharkiv oblast,,49.5,36.5,POINT (36.5 49.5),201314,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604927,UKR-2025-1-14117-6477,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,4,Kharkiv oblast,"near the settlements of Kurilovka, Boguslavka, Novoplatonovka, Podoli, Nechvolodovka, and Blagodatovka in the Kharkiv region",Kharkiv oblast,,49.5,36.5,POINT (36.5 49.5),201314,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604928,UKR-2025-1-14117-6478,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,2,Drobysheve village,near Yarovaya and Drobyshevo in the DPR,Donetsk oblast,Kramatorsk raion,49.038459,37.724619,POINT (37.724619 49.038459),200596,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604929,UKR-2025-1-14117-6479,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,4,Donetsk oblast,"near the settlements of Seversk, Zakotnoye, Kirovo, Bondarnoye, Berestok, Minkovka, Nikolaevka, Ivanopolye, Stepanovka, and Konstantinovka in the DPR",Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604930,UKR-2025-1-14117-6480,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,4,Donetsk oblast,"near the settlements of Priyut, Novoaleksandrivka, Sergeyevka, Novy Donbas, and Rodynske in the DPR",Donetsk oblast,,48.14,37.74,POINT (37.74 48.14),199156,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604931,UKR-2025-1-14117-6481,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,2,Novopavlivka village,near Mezhevaya and Novopavlivka in Dnipropetrovsk Oblast,Dnipropetrovsk oblast,Synelnykove raion,48.13748,36.78832,POINT (36.78832 48.13748),199154,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604932,UKR-2025-1-14117-6482,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,2,Hulyaipole town,"near the settlements of Vozdvizhevka, Malinovka, Dobropillya, and Huliaipole in the Zaporizhia region",Zaporizhzhya oblast,Polohy raion,47.658519,36.27225,POINT (36.27225 47.658519),198433,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604933,UKR-2025-1-14117-6483,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,3,Synelnykove raion,Otradnoye in the Dnipropetrovsk region,Dnipropetrovsk oblast,Synelnykove raion,48.2,36.1,POINT (36.1 48.2),199153,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604934,UKR-2025-1-14117-6484,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,2,Stepnohirsk village,near the settlements of Novoandriivka and Stepnogorsk in the Zaporizhia region,Zaporizhzhya oblast,Vasylivka raion,47.59015,35.36399,POINT (35.36399 47.59015),198431,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604935,UKR-2025-1-14117-6485,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,4,Kherson oblast,"Antonivka, Otradokamenka, and Nikolske in the Kherson region",Kherson oblast,,46.6406,32.61589,POINT (32.61589 46.6406),196986,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604936,UKR-2025-1-14117-6486,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.""",ITAR-TASS,2025-11-27,"The Ukrainian Armed Forces lost approximately 1,355 servicemen in the Northern Military District zone in one day.",Russian MoD,2,Kherson town,near the city of Kherson,Kherson oblast,Kherson raion,46.63695,32.61458,POINT (32.61458 46.63695),196986,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604937,UKR-2025-1-14117-6487,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost over 275 soldiers in the Red Army direction of the Northern Military District in one day.""",ITAR-TASS,2025-11-27,The Ukrainian Armed Forces lost over 275 soldiers in the Red Army direction of the Northern Military District in one day.,Russian MoD,3,Pokrovsk raion,Red Army sector,Donetsk oblast,Pokrovsk raion,48.221848,37.198509,POINT (37.198509 48.221848),199155,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
604918,UKR-2025-1-14117-6471,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,Snipers killed a group of Ukrainian Armed Forces soldiers in the Konstantinovsky direction.""",ITAR-TASS,2025-11-27,Snipers killed a group of Ukrainian Armed Forces soldiers in the Konstantinovsky direction.,Russian MoD,2,Kostiantynivka town,Konstantinovsky sector,Donetsk oblast,Kramatorsk raion,48.520114,37.704963,POINT (37.704963 48.520114),199876,Ukraine,369,Europe,1,1,2025-11-26,2025-11-26,0,2,0,0,2,2,2,365,369
605249,UKR-2025-1-14117-6612,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""Ukrinform,2025-11-29,In Pokrovsk, adverse weather conditions complicate the defensive operation - military""",Ukrinform,2025-11-29,"In Pokrovsk, adverse weather conditions complicate the defensive operation - military",Ukraine (Seventh Corps of the Airborne Assault Forces of the Armed Forces),1,Pokrovsk town,in Pokrovsk,Donetsk oblast,Pokrovsk raion,48.279112,37.177579,POINT (37.177579 48.279112),199155,Ukraine,369,Europe,2,2,2025-11-27,2025-11-29,2,0,0,0,2,29,2,365,369
605305,UKR-2025-1-14117-6629,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-28,The Vostok group destroyed a UAV control center and Ukrainian Armed Forces soldiers in Zaporizhzhia.""",ITAR-TASS,2025-11-28,The Vostok group destroyed a UAV control center and Ukrainian Armed Forces soldiers in Zaporizhzhia.,Russian MoD,4,Zaporizhzhya oblast,Zaporizhzhia region,Zaporizhzhya oblast,,47.83972,35.14057,POINT (35.14057 47.83972),198431,Ukraine,369,Europe,1,1,2025-11-27,2025-11-27,0,2,0,0,2,2,2,365,369
605302,UKR-2025-1-14117-6627,2025,true,Clear,1,13243,13243,Russia - Ukraine,14117,14117,Government of Russia (Soviet Union) - Government of Ukraine,57,57,Government of Russia (Soviet Union),61,61,Government of Ukraine,1,"""ITAR-TASS,2025-11-27,TASS: A special group of foreign mercenaries was liquidated in the Kharkiv region.""",ITAR-TASS,2025-11-27,TASS: A special group of foreign mercenaries was liquidated in the Kharkiv region.,Russian security agencies,2,Khatnye village,Khatno area of ​​the Kharkiv region,Kharkiv oblast,Kupiansk raion,50.12097,37.565386,POINT (37.565386 50.12097),202036,Ukraine,369,Europe,1,1,2025-11-27,2025-11-27,0,2,0,0,2,2,2,365,369
